content	title	tags	datetime	votes	user	expertise	medal	n_comments	n_appreciation_comments	id	forum	domains
Hello kagglers  I have recently made a notebook on decision tree classifier on 500hits baseball dataset. In this notebook I have done basic EDA and then applied decision tree classifier Algorithm using sklearn. I also calculated the feature importance and report of classification. Attaching the essential link below Notebook link -   Dataset link - Thankyou.	Decision Tree Classifier on 500hits baseball dataset		2024-03-25T10:39:49+00:00	4	krupadharamshi	Contributor	bronze	3	0	486522	accomplishments	['Data Science', 'AI']
Amazing  I am overjoyed to announce that I have achieved the amazing feat of receiving 1000 upvotes on my notebooks           Knowing that my work is being appreciated by so many people is a fulfilling feeling. A big thank you to everyone who has enjoyed and supported my work. Your support keeps me motivated to write and try out new concepts. Cheers to many more thrilling achievements in the future  I m grateful to everyone         URL           URL	Exhilarating Milestone: Surpassing 1000 Upvotes on My Notebooks!		2024-03-24T17:52:22+00:00	18	muhammadibrahimqasmi	Master	bronze	12	0	486386	accomplishments	['General']
Hello everyone       I   m excited to share that after a hiatus of 3 years  I   ve finally created a new notebook to share  As I   m relatively new here  I would greatly appreciate it if someone could take the time to review    my work.     URL  I   m open to constructive feedback and suggestions for improvement. Your insights would be invaluable in helping me enhance my skills and contribute more effectively to this community. Thank you in advance for your time    Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediate  Advanced   discussions?tags 13104-Advanced  Exploratory Data Analysis   discussions?tags 13201-Exploratory Data Analysis  Model Explainability   discussions?tags 16070-Model Explainabilit	My second notebook after 3 years: Seeking reviews and Feedback	['Beginner', 'Intermediate', 'Advanced', 'Exploratory Data Analysis', 'Model Explainability']	2024-03-25T07:25:55+00:00	6	chayanonc	Expert	silver	6	0	486493	accomplishments	['Levels', 'Data Science']
Hey Kagglers  I m thrilled to share that I ve reached the top 200 in Kaggle Datasets         But that s not all - I m also incredibly close to achieving the title of Master  It s been a goal I ve been working tirelessly towards  and I can almost taste the victory. I m reaching out to my fellow Kagglers to lend me a helping hand in crossing this final hurdle. A few upvotes would mean the world to me and would propel me closer to my dream of becoming a Kaggle Master.  Thank you all         URL	ð Celebrating Top 200 in Kaggle Datasets and Nearing the Master Milestone! ðð		2024-03-25T00:14:44+00:00	13	ghaithmechi	Master	silver	13	0	486432	accomplishments	['General']
I am thrilled to announce that I have became 3x Expert on Kaggle. Now  I am a Discussion Expert  Datasets Expert and Notebooks Expert as well.  Thanks community for upvoting my notebooks  helping me learn and become a better Data Analyst.  Advanced   discussions?tags 13104-Advanced  Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediate  Data Analytics   discussions?tags 13215-Data Analytics  Exploratory Data Analysis   discussions?tags 13201-Exploratory Data Analysi	I Became a 3x Expert On Kaggle !!	['Advanced', 'Beginner', 'Intermediate', 'Data Analytics', 'Exploratory Data Analysis']	2024-03-24T19:21:43+00:00	22	anshikakashyap12	Expert	gold	24	0	486411	accomplishments	['Levels', 'Data Science']
Hello people of Kaggle  I am here to announce I have finally found my old dataset booming. So I thought to take a moment and be grateful to your help. I am happy and indebted to this community love and support. feel free to play with the below data   thank you for your love  3	AirBNB data for Texas. Message of Gratitude.		2024-03-24T12:48:46+00:00	7	deeplearner09	Expert	silver	4	0	486319	accomplishments	['General']
Hey Kagglers  I m absolutely thrilled to share a major achievement with you all   I ve hit over 40 followers here on Kaggle           It s incredible to see this community grow and connect with so many amazing people who share a passion for data science and machine learning.  Advanced   discussions?tags 13104-Advanced  Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediat	ð+40 Followers in kaggle.. Thank you!	['Advanced', 'Beginner', 'Intermediate']	2024-03-24T13:12:30+00:00	9	ghaithmechi	Master	silver	8	0	486327	accomplishments	['Levels']
I m excited to reach 200 bronze medals in Kaggle discussions       URL  This accomplishment underscores the importance of active participation  knowledge sharing  and community support within this dynamic platform. Thanks to everyone who s participated in discussions with me so far. Here s to many more insightful conversations and shared learning	ðHitting 200 Bronze Medals in Discussions!		2024-03-24T14:45:12+00:00	16	muzammilbaloch	Expert	gold	16	0	486350	accomplishments	['General']
URL  Hello  dear friends. As promised  I keep adding implementations with a theoretical description of machine learning algorithms from scratch in Python  which are part of a future machine learning course.     This time I bring to your attention a full tutorial with    Linear Discriminant Analysis  LDA      URL     If you find this tutorials format useful  don t miss the release of new algorithms that you can find in my profile. Next  a lot of interesting things will be added     I hope you enjoy it and have fun reading        Classification   discussions?tags 13302-Classification  Multiclass Classification   discussions?tags 14202-Multiclass Classification  Statistical Analysis   discussions?tags 13210-Statistical Analysis  Data Analytics   discussions?tags 13215-Data Analytics  Python   discussions?tags 16639-Pytho	â¨Linear Discriminant Analysis (LDA) from scratch with 100% accuracy on Star Type dataset. Full tutorialð	['Classification', 'Multiclass Classification', 'Statistical Analysis', 'Data Analytics', 'Python']	2024-03-24T09:49:22+00:00	6	egazakharenko	Expert		4	0	486280	accomplishments	['Data Science', 'Computer Science', 'AI']
Kagglers  I am sharing with you my new dataset   Adult Mortality Rate  2019-2021     URL  Share your opinion and have fun    Good luck to all	ð¶ï¸ð¶ï¸ð¶ï¸Brothers and Sisters! Celebrating the new dataset 'Adult Mortality Rate (2019-2021)'ð¶ï¸ð¶ï¸ð¶ï¸		2024-03-24T09:26:46+00:00	8	mikhail1681	Expert	bronze	5	0	486277	accomplishments	['General']
It is said that it takes 21 straight days of commitment to a goal to create a new habit. So i m thrilled to share that I ve been logging in to Kaggle consistently for the past 21 days  Myth or not  the truth is that this dedicated effort has already helped me delve into new ideas  techniques and methods  and is significantly contributing to my growth in data science and machine learning. I hereby commit to continuing this learning journey for the time to follow. I want to publicly express my gratitude to the amazing Kaggle community for the vast amount of resources and inspiration it provides. I m looking forward to learning alongside all of you       URL	21 days to create a habit: progressing to a new cycle!		2024-03-24T08:48:30+00:00	6	jmaalves	Expert	silver	6	0	486272	accomplishments	['General']
Celebrating the achievement of the first image series notebook          Today  I m excited to announce that I ve successfully launched my first image series notebook       This is an exciting moment and marks the culmination of my tireless efforts.      Friends can find a wealth of content and examples in my first image series notebook.  Click here to view our notebook    URL         URL      Future Outlook     registered Launching my first series of image notebooks was just the first step towards something bigger. I will continue to continuously improve and expand our series to cover more topics and technologies to provide friends with a richer learning experience.          If you are interested in our image series notebooks  please visit my website and learn more. Thanks	Celebrating the achievement of the first image series notebook ðð		2024-03-24T10:04:27+00:00	11	wolfmedal	Expert	bronze	10	0	486287	accomplishments	['General']
Hello Kagglers  I am delighted and way too excited to share my latest project with you all  I did se plotly to create interactive maps and this overall process made me educate a lot more about to overall data visualization. Project link Thank you for your time.	Geospatial Analysis on AirBNB of texas.		2024-03-24T08:24:01+00:00	6	deeplearner09	Expert	silver	6	0	486270	accomplishments	['General']
